"Time","VUs   - sdkFxSendE2E 2025-10-14 11:49","Latency(p99)  - sdkFxSendE2E 2025-10-14 11:49","Throughput - sdkFxSendE2E 2025-10-14 11:49","SDK_E2E_STATUS_COMPLETED","TRANSFERS__PUT_TRANSFERS_ACCEPT_QUOTE_RESPONSE_IS_200"
1760442805000,10,9.472653963720001,1.0565791037679781,undefined,undefined
1760442810000,10,9.472653963720001,1.0943302032568645,undefined,undefined
1760442815000,10,9.45925844256,1.7808804673030347,undefined,undefined
1760442820000,10,9.45925844256,1.2,undefined,undefined
1760442825000,10,9.452560681980001,1.747403164741287,undefined,undefined
1760442830000,10,9.44139774768,1.2959757194244605,undefined,undefined
1760442835000,10,9.44139774768,1.328125,undefined,undefined
1760442840000,10,9.435444182720001,1.7536168347216132,undefined,undefined
1760442845000,10,9.428132982760001,1.4207428455449562,undefined,undefined
1760442850000,10,9.428132982760001,1.4207428455449562,undefined,undefined
1760442855000,10,9.425286956519999,1.5615240474703311,undefined,undefined
1760442860000,10,9.423152436839999,1.087547580206634,undefined,undefined
1760442865000,10,9.42066216388,1.3526167932577255,undefined,undefined
1760442870000,10,9.41710463108,1.7662337662337664,undefined,undefined
1760442875000,10,9.41212408516,1.618668645039455,undefined,undefined
1760442880000,10,9.41212408516,1.2240963855421685,undefined,undefined
1760442885000,10,9.40856655236,1.7747978702425558,undefined,undefined
1760442890000,10,9.404297513,1.1002390237765758,undefined,undefined
1760442895000,10,9.4007399802,1.5981403457794565,undefined,undefined
1760442900000,10,9.4007399802,1.5458635813672115,undefined,undefined
1760442905000,10,9.397893953959999,1.5408320493066257,undefined,undefined
1760442910000,10,9.39611518756,0.8296001327360213,undefined,undefined
1760442915000,10,9.42848873604,1.2811127379209368,undefined,undefined
1760442920000,10,9.425998463080001,1.6607847207805688,undefined,undefined
1760442925000,10,9.42279668356,1.6677089847821556,undefined,undefined
1760442930000,10,9.419594904039998,1.7590149516270888,undefined,undefined
1760442935000,10,9.41710463108,1.5346249760214847,undefined,undefined
1760442940000,10,9.411768331880001,1.5610586816149863,undefined,undefined
1760442945000,10,9.411768331880001,1.3563170704723975,undefined,undefined
1760442950000,10,9.406076279399999,1.75054704595186,undefined,undefined
1760442955000,10,9.406076279399999,1.3333333333333333,undefined,undefined
1760442960000,10,9.4025187466,1.7198547678196066,undefined,undefined
1760442965000,10,9.40038422692,1.015038271049077,undefined,undefined
1760442970000,10,9.39789395396,1.2994802079168333,undefined,undefined
1760442975000,10,9.39475740926,1.4150943396226416,undefined,undefined
1760442980000,10,9.389587235339997,1.646937725167267,undefined,undefined
1760442985000,10,9.384417061420002,1.6888325944690732,undefined,undefined
1760442990000,10,9.374722985319996,1.6794450529390288,undefined,undefined
1760442995000,10,9.374722985319996,1.302258934592043,undefined,undefined
1760443000000,10,9.368260267920002,1.6251904520060945,undefined,undefined
1760443005000,10,9.36373636574,1.3018411753766042,undefined,undefined
1760443010000,10,9.359212463559995,1.4118596208148446,undefined,undefined
1760443015000,10,9.353396017900002,1.5877741391287088,undefined,undefined
1760443020000,10,9.347579572239999,1.79838145668898,undefined,undefined
1760443025000,10,9.343701941800004,1.5234613040828764,undefined,undefined
1760443030000,10,9.339178039619998,1.2356239901150081,undefined,undefined
1760443035000,10,9.32098236148001,1.7387524451206255,undefined,undefined
1760443040000,10,9.32098236148001,1.5441781217511839,undefined,undefined
1760443045000,10,9.296496997680004,1.9051438884989471,undefined,undefined
1760443050000,10,9.267114561120003,1.0148698884758365,undefined,undefined
1760443055000,10,9.267114561120003,1.0863354736960686,undefined,undefined
1760443060000,10,9.245077733699995,1.6606123508043593,undefined,undefined
1760443065000,10,9.208349688,1.4234766178554559,undefined,undefined
1760443070000,10,9.208349688,1.2574397732640528,undefined,undefined
1760443075000,10,9.183864324199995,1.5560165975103732,undefined,undefined
1760443080000,10,9.164276033159984,1.5402387370042356,undefined,undefined
1760443085000,10,9.1471362785,1.5518311607697082,undefined,undefined
1760443090000,10,9.110408232800006,1.691657054978854,undefined,undefined
1760443095000,10,9.085922869,1.7467859139183903,undefined,undefined
1760443100000,10,9.085922869,1.7244528964306614,undefined,undefined
1760443105000,10,9.0846426738,1.7265193370165746,undefined,undefined
1760443110000,10,9.08425861524,0.5602240896358542,undefined,undefined
1760443115000,10,9.08221030292,1.2957784900770646,undefined,undefined
1760443120000,10,9.08221030292,1.7189514396218306,undefined,undefined
1760443125000,10,9.08105812724,1.6881827209533267,undefined,undefined
1760443130000,10,9.080418029639999,0.9288500835965076,undefined,undefined
1760443135000,10,9.205901151620003,1.331148883882859,undefined,undefined
1760443140000,10,9.18876139695999,1.5544041450777202,undefined,undefined
1760443145000,10,9.35274974616,1.4591439688715955,0.0016829803562533618,0.0016829803562533618
1760443150000,10,9.3469333005,1.6492045013581684,0.0016611648885558304,0.0016611648885558304
1760443155000,10,9.344348213540004,1.3013013013013013,undefined,undefined
1760443160000,10,9.338531767880001,1.295594977077935,undefined,undefined
1760443165000,10,9.325879434240004,1.6971664698937425,undefined,undefined
1760443170000,10,9.325879434240004,1.2836032306505947,undefined,undefined
1760443175000,10,9.303842606819996,1.5732000740329444,undefined,undefined
1760443180000,10,9.286702852159983,1.0749240322367553,undefined,undefined
1760443185000,10,9.264666024740006,1.637163614038678,undefined,undefined
1760443190000,10,9.247526270079993,1.6540887005065648,undefined,undefined
1760443195000,10,9.208349688,1.622346053466883,undefined,undefined
1760443200000,10,9.208349688,1.4048604340447044,undefined,undefined
1760443205000,10,9.183864324199995,1.772875012311632,undefined,undefined
1760443210000,10,9.176518715060002,0.46365809922295276,undefined,undefined
1760443215000,10,9.349518387459996,1.09846215298582,undefined,undefined
1760443220000,10,9.341763126579997,1.4442518775274407,undefined,undefined
1760443225000,10,9.341763126579997,1.0802439850898,undefined,undefined
1760443230000,10,9.335946680920005,1.528117359413203,undefined,undefined
1760443235000,10,9.31118821595999,1.3368919500645717,undefined,undefined
1760443240000,10,9.31118821595999,1.7219113215669393,undefined,undefined
1760443245000,10,9.291599924920009,1.550537842814226,undefined,undefined
1760443250000,10,9.272011633879998,1.2341382292290295,undefined,undefined
1760443255000,10,9.252423342839988,1.6069097117605702,undefined,undefined
1760443260000,10,9.235283588179977,1.513622603430878,undefined,undefined
1760443265000,10,9.215695297139993,1.48720999405116,undefined,undefined
1760443270000,10,9.201004078860008,1.3877874702616972,undefined,undefined
1760443275000,10,9.178967251439971,1.6539861065167052,undefined,undefined
1760443280000,10,9.159378960399989,1.7378859129012474,undefined,undefined
1760443285000,10,9.13734213298001,1.5399945647250655,undefined,undefined
1760443290000,10,9.103062623659984,1.6293567582884672,undefined,undefined
1760443295000,10,9.103062623659984,1.2797624486066697,undefined,undefined
1760443300000,10,9.085666829960001,1.6898608349900595,undefined,undefined
1760443305000,10,9.084770693320001,1.2594458438287153,undefined,undefined
1760443310000,10,9.08285040052,1.4945652173913042,undefined,undefined
1760443315000,10,9.08285040052,1.3300043658589829,undefined,undefined
1760443320000,10,9.08157020532,1.8088634308109737,undefined,undefined
1760443325000,10,9.080674068679999,1.1138969873663753,undefined,undefined
1760443330000,10,9.07990595156,1.3164556962025318,undefined,undefined
1760443335000,10,9.079009814920001,1.3439470691615838,undefined,undefined
1760443340000,10,9.07798565876,1.616205150307079,undefined,undefined
1760443345000,10,9.07670546356,1.7008409713691768,undefined,undefined
1760443350000,10,9.076321405,1.2548262548262548,undefined,undefined
1760443355000,10,9.075169229320002,1.229130390248899,undefined,undefined
1760443360000,10,9.07414507316,1.648564778898371,undefined,undefined
1760443365000,10,9.073504975559999,1.3729010455169501,undefined,undefined
1760443370000,10,9.071414880719997,1.4544396771143917,undefined,undefined
1760443375000,10,9.071414880719997,1.2746528151577134,undefined,undefined
1760443380000,10,9.06999318382,1.6096960515102736,undefined,undefined
1760443385000,10,9.06914016568,0.8,undefined,undefined
1760443390000,10,9.067860638469998,1.5105740181268883,undefined,undefined
1760443395000,10,9.066723280949999,1.6387121650279544,undefined,undefined
1760443400000,10,9.065585923430001,1.7235807389852418,undefined,undefined
1760443405000,10,9.064306396219997,1.6368187945310995,undefined,undefined
1760443410000,10,9.06331120839,1.4932337844143724,undefined,undefined
1760443415000,10,9.076321405,1.3544488435090642,undefined,undefined
1760443420000,10,9.07529724884,1.407884151246983,undefined,undefined
1760443425000,10,9.07427309268,1.5225045199352936,undefined,undefined
1760443430000,10,9.073120917,1.718386738097645,undefined,undefined
1760443435000,10,9.07212572917,1.7391304347826089,undefined,undefined
1760443440000,10,9.06970884444,1.7158790305283478,undefined,undefined
1760443445000,10,9.06970884444,1.428562681501697,undefined,undefined
1760443450000,10,9.068713656609999,1.4443909484833894,undefined,undefined
1760443455000,10,9.067718468779999,1.08493304307672,undefined,undefined
1760443460000,10,9.066581111259998,1.4980525317087785,undefined,undefined
1760443465000,10,9.06444856591,1.6751638747268758,undefined,undefined
1760443470000,10,9.06444856591,1.3403078677309008,undefined,undefined
1760443475000,10,9.063026869009999,1.6298258123663032,undefined,undefined
1760443480000,10,9.061889511490001,1.2527865404837015,undefined,undefined
1760443485000,10,9.06103649335,1.4260975858205154,undefined,undefined
1760443490000,10,9.05989913583,1.4388489208633093,undefined,undefined
1760443495000,10,9.058736998419999,1.738063592679685,undefined,undefined
1760443500000,10,9.05815267489,1.5532472575478107,undefined,undefined
1760443505000,10,9.057568351359999,1.348098218584497,undefined,undefined
1760443510000,10,9.056817078249999,1.5896671634376554,undefined,undefined
1760443515000,10,9.056065805140001,1.7718279358204545,undefined,undefined
1760443520000,10,9.055481481609998,1.582434971812877,undefined,undefined
1760443525000,10,9.05489715808,1.404494382022472,undefined,undefined
1760443530000,10,9.05422935976,1.6029066039752082,undefined,undefined
1760443535000,10,9.05347808665,1.6598320640499902,undefined,undefined
1760443540000,10,9.052893763119998,1.5324202662580213,undefined,undefined
1760443545000,10,9.052142490009999,1.6351558507920285,undefined,undefined
1760443550000,10,9.051641641269999,1.524390243902439,undefined,undefined
1760443555000,10,9.050973842949999,1.4516798009124843,undefined,undefined
1760443560000,10,9.04958320036,1.6785150078988942,undefined,undefined
1760443565000,10,9.047636663079997,1.6805061289047056,undefined,undefined
1760443570000,10,9.04593344296,1.4913501690196858,undefined,undefined
1760443575000,10,9.04423022284,1.332191454943382,undefined,undefined
1760443580000,10,9.0420403684,1.595373417090438,undefined,undefined
1760443585000,10,9.040093831119998,1.783279135634113,undefined,undefined
1760443590000,10,9.036687390880001,1.5544407546103298,undefined,undefined
1760443595000,10,9.036687390880001,1.4978067829250028,undefined,undefined
1760443600000,10,9.034984170759998,1.446430416365327,undefined,undefined
1760443605000,10,9.03279431632,1.6017084890549922,undefined,undefined
1760443610000,10,9.03133441336,1.450396441694063,undefined,undefined
1760443615000,10,9.051057317739998,1.4788732394366195,undefined,undefined
1760443620000,10,9.051057317739998,1.5827793605571383,undefined,undefined
1760443625000,10,9.04958320036,1.7600469345849221,undefined,undefined
1760443630000,10,9.070846201959998,1.0905976586568087,undefined,undefined
1760443635000,10,9.070846201959998,1.095231053604436,undefined,undefined
1760443640000,10,9.06942450506,1.78394449950446,undefined,undefined
1760443645000,10,9.068713656609999,0.8027535630275356,undefined,undefined
1760443650000,10,9.067434129399999,1.4000000000000001,undefined,undefined
1760443655000,10,9.06615460219,1.7928286852589643,undefined,undefined
1760443660000,10,9.065017244669999,1.6798418972332017,undefined,undefined
1760443665000,10,9.064306396219997,1.2574966144321922,undefined,undefined
1760443670000,10,9.063169038699998,1.3010408326661327,undefined,undefined
1760443675000,10,9.061889511490001,1.8767939942592184,undefined,undefined
1760443680000,10,9.060467814589998,1.9105077928607341,undefined,undefined
1760443685000,10,9.05989913583,1.2885411872986654,undefined,undefined
1760443690000,10,9.05815267489,1.474708745022858,undefined,undefined
1760443695000,10,9.05815267489,1.4494117647058824,undefined,undefined
1760443700000,10,9.05715097741,1.6123831022250887,undefined,undefined
1760443705000,10,9.05715097741,0.4,undefined,undefined
1760443710000,10,9.05631622951,1.4131970866398522,undefined,undefined
1760443715000,10,9.055648431189999,1.3743343068201341,undefined,undefined
1760443720000,10,9.05498063287,1.5138612924590784,undefined,undefined
1760443725000,10,9.05439630934,1.496856601137611,undefined,undefined
1760443730000,10,9.05314418749,1.6375139560848528,undefined,undefined
1760443735000,10,9.05314418749,1.3561014457240872,undefined,undefined
1760443740000,10,9.05230943959,1.8320939756439272,undefined,undefined
1760443745000,10,9.051725116059998,1.3297872340425532,undefined,undefined
1760443750000,10,9.05130774211,1.1006145097679536,undefined,undefined
1760443755000,10,9.050556469,1.3805344640567991,undefined,undefined
1760443760000,10,9.048366614560003,1.7924716191993628,undefined,undefined
1760443765000,10,9.044960174319998,1.6239497281649367,undefined,undefined
1760443770000,10,9.044960174319998,1.276203177548417,undefined,undefined
1760443775000,10,9.042527002720002,1.796470463912079,undefined,undefined
1760443780000,10,9.040580465439998,1.4479638009049771,undefined,undefined
1760443785000,10,9.03887724532,1.4734774066797642,undefined,undefined
1760443790000,10,9.037174025200002,1.4738393515106853,undefined,undefined
1760443795000,10,9.034984170759998,1.6218955904713634,undefined,undefined
1760443800000,10,9.033524267799999,1.4436958614051971,undefined,undefined
1760443805000,10,9.03133441336,1.428027418126428,undefined,undefined
1760443810000,10,9.030117827560002,1.4781966001478197,undefined,undefined
1760443815000,10,9.027927973119999,1.4636696288552011,undefined,undefined
1760443820000,10,9.050556469,1.514004542013626,undefined,undefined
1760443825000,10,9.048366614560003,1.62552067459108,undefined,undefined
1760443830000,10,9.046420077279997,1.7301038062283736,undefined,undefined
1760443835000,10,9.044473539999998,1.5112874279777087,undefined,undefined
1760443840000,10,9.042527002720002,1.5469399593928261,undefined,undefined
1760443845000,10,9.040823782599997,1.573481590265394,undefined,undefined
1760443850000,10,9.03936387964,1.4263770024138689,undefined,undefined
1760443855000,10,9.037174025200002,1.5159171298635674,undefined,undefined
1760443860000,10,9.034254219279997,1.4959395925345491,undefined,undefined
1760443865000,10,9.034254219279997,1.0339922744830723,undefined,undefined
1760443870000,10,9.09062351976,1.6137165910237017,undefined,undefined
1760443875000,10,9.088171006319998,1.138606208939843,undefined,undefined
1760443880000,10,9.08612724512,1.615508885298869,undefined,undefined
1760443885000,10,9.08612724512,1.529741379310345,undefined,undefined
1760443890000,10,9.084898712840001,1.4448547118317545,undefined,undefined
1760443895000,10,9.084130595719998,0.9257836990595611,undefined,undefined
1760443900000,10,9.08310643956,1.4892032762472078,undefined,undefined
1760443905000,10,9.081186146759999,1.6246379882743518,undefined,undefined
1760443910000,10,9.081186146759999,1.5212981744421907,undefined,undefined
1760443915000,10,9.080290010119999,1.4453850918851952,undefined,undefined
1760443920000,10,9.078625756360001,1.4843402107763102,undefined,undefined
1760443925000,10,9.078625756360001,1.0903441985883098,undefined,undefined
1760443930000,10,9.07747358068,1.347289874598404,undefined,undefined
1760443935000,10,9.076321405,1.652285661832201,undefined,undefined
1760443940000,10,9.075681307399998,1.391511778153265,undefined,undefined
1760443945000,10,9.074657151239998,1.3164556962025318,undefined,undefined
1760443950000,10,9.073632995079999,1.611928269192021,undefined,undefined
1760443955000,10,9.072552238240002,1.625851031399248,undefined,undefined
1760443960000,10,9.070277523200001,1.6542597187758479,undefined,undefined
1760443965000,10,9.070277523200001,1.714530647235319,undefined,undefined
1760443970000,10,9.068997995990001,1.830012200081334,undefined,undefined
1760443975000,10,9.068002808159997,1.1160481170118244,undefined,undefined
1760443980000,10,9.065870262809996,1.5739018457576193,undefined,undefined
1760443985000,10,9.065870262809996,1.3216404790682341,undefined,undefined
1760443990000,10,9.078369717319998,1.6455826391031574,undefined,undefined
1760443995000,10,9.077729619720001,0.7983602095665782,undefined,undefined
1760444000000,10,9.07657744404,1.3864131511190334,undefined,undefined
1760444005000,10,9.07555328788,1.6737225558727973,undefined,undefined
1760444010000,10,9.074529131720002,1.6329863237395386,undefined,undefined
1760444015000,10,9.073504975560002,1.5847860538827259,undefined,undefined
1760444020000,10,9.072410068549997,1.6301579215486501,undefined,undefined
1760444025000,10,9.071130541340002,1.782344306982596,undefined,undefined
1760444030000,10,9.069993183820003,1.6915422885572138,undefined,undefined
1760444035000,10,9.068713656609999,1.660642766435479,undefined,undefined
1760444040000,10,9.067576299090002,1.6484049258217783,undefined,undefined
1760444045000,10,9.065585923429996,1.5907447577729574,undefined,undefined
1760444050000,10,9.065585923429996,1.2515835540711733,undefined,undefined
1760444055000,10,9.064306396220001,1.6344876902645826,undefined,undefined
1760444060000,10,9.063026869009999,1.2,undefined,undefined
1760444065000,10,9.06103649335,1.602899156735661,undefined,undefined
1760444070000,10,9.06103649335,1.4115749142972374,undefined,undefined
1760444075000,10,9.05975696614,1.538619345573905,undefined,undefined
1760444080000,10,9.058820473209996,1.1934771443246022,undefined,undefined
1760444085000,10,9.0580692001,1.570475068708284,undefined,undefined
1760444090000,10,9.05740140178,1.6125972301271108,undefined,undefined
1760444095000,10,9.056900553039997,1.4184397163120566,undefined,undefined
1760444100000,10,9.05631622951,1.3582697732734301,undefined,undefined
1760444105000,10,9.055564956399998,1.547538446658284,undefined,undefined
1760444110000,10,9.054980632870002,1.5621948838117554,undefined,undefined
1760444115000,10,9.065585923429996,1.3079786698863065,undefined,undefined
1760444120000,10,9.093689161560002,1.4322543683758235,undefined,undefined
1760444125000,10,9.092462904840003,1.595574938836294,undefined,undefined
1760444130000,10,9.089397263040002,1.5364354697102725,undefined,undefined
1760444135000,10,9.089397263040002,1.29192646742636,undefined,undefined
1760444140000,10,9.087353501840003,1.7491511472373704,undefined,undefined
1760444145000,10,9.085922869,1.3001485884101038,undefined,undefined
1760444150000,10,9.085026732359998,1.3193855433041184,undefined,undefined
1760444155000,10,9.084130595720001,1.4295925661186561,undefined,undefined
1760444160000,10,9.08297842004,1.7640573318632855,undefined,undefined
1760444165000,10,9.081826244359998,1.8518518518518519,undefined,undefined
1760444170000,10,9.08118614676,1.284050261395946,undefined,undefined
1760444175000,10,9.097163555600003,1.2192834365034704,undefined,undefined
1760444180000,10,9.09573292276,1.5998293515358362,undefined,undefined
1760444185000,10,9.093893537679996,1.728982061811109,undefined,undefined
1760444190000,10,9.091236648119995,1.530541255043829,undefined,undefined
1760444195000,10,9.08980601528,1.4441475918838904,undefined,undefined
1760444200000,10,9.08980601528,1.0973844056030742,undefined,undefined
1760444205000,10,9.087762254080003,1.6406890894175554,undefined,undefined
1760444210000,10,9.086127245119995,1.5037593984962405,undefined,undefined
1760444215000,10,9.084386634760001,1.4820042342978124,undefined,undefined
1760444220000,10,9.083362478600002,1.5262737117523077,undefined,undefined
1760444225000,10,9.083362478600002,1.0693766937669378,undefined,undefined
1760444230000,10,9.082338322439997,1.3382402141184344,undefined,undefined
1760444235000,10,9.08118614676,1.7103762827822122,undefined,undefined
1760444240000,10,9.080290010119999,1.5206234556168028,undefined,undefined
1760444245000,10,9.079393873479997,1.4503263234227701,undefined,undefined
1760444250000,10,9.078241697800001,1.6611295681063123,undefined,undefined
1760444255000,10,9.07708952212,1.662356852604359,undefined,undefined
1760444260000,10,9.075425268359998,1.5090198230331298,undefined,undefined
1760444265000,10,9.075425268359998,1.1743381535038933,undefined,undefined
1760444270000,10,9.07414507316,1.465559355153884,undefined,undefined
1760444275000,10,9.073248936519997,1.0883913101426097,undefined,undefined
1760444280000,10,9.084898712840001,1.7024898914662694,undefined,undefined
1760444285000,10,9.08374653716,1.797663038050534,undefined,undefined
1760444290000,10,9.08323445908,1.2300123001230014,undefined,undefined
1760444295000,10,9.082082283399997,1.4196789341487388,undefined,undefined
1760444300000,10,9.08105812724,1.8279569892473115,undefined,undefined
1760444305000,10,9.08003397108,1.4646649578908826,undefined,undefined
1760444310000,10,9.079265853959999,1.3353681800839374,undefined,undefined
1760444315000,10,9.07811367828,1.5677257525083612,undefined,undefined
1760444320000,10,9.076961502600003,1.79265013444876,undefined,undefined
1760444325000,10,9.075681307399998,1.805397187381224,undefined,undefined
1760444330000,10,9.07414507316,1.5334216212448595,undefined,undefined
1760444335000,10,9.07414507316,1.091431125013965,undefined,undefined
1760444340000,10,9.07283657762,1.8152480839048,undefined,undefined
1760444345000,10,9.071983559480001,1.0003421727972626,undefined,undefined
1760444350000,10,9.07098837165,1.2923749875733177,undefined,undefined
1760444355000,10,9.069708844439996,1.5602145294978058,undefined,undefined
1760444360000,10,9.068571486919998,1.6838351822503963,undefined,undefined
1760444365000,10,9.067718468779999,1.3461538461538463,undefined,undefined
1760444370000,10,9.097163555600003,1.352476071577195,undefined,undefined
1760444375000,10,9.094097913800002,1.614678899082569,undefined,undefined
1760444380000,10,9.094097913800002,1.2947273914462945,undefined,undefined
1760444385000,10,9.092462904840003,1.7533003300330032,undefined,undefined
1760444390000,10,9.090827895879995,1.439625697318697,undefined,undefined
1760444395000,10,9.089192886919996,1.5884046460835897,undefined,undefined
1760444400000,1,9.086331621240001,1.6571256402530883,undefined,undefined
1760444405000,1,9.086331621240001,1.2045966514459665,undefined,undefined
1760444410000,1,9.086331621240001,0.6881114734657574,undefined,undefined
