Time,VUs   - sdkFxSendE2E 2025-10-13 13:43,Latency(p99)  - sdkFxSendE2E 2025-10-13 13:43,Throughput - sdkFxSendE2E 2025-10-13 13:43,SDK_E2E_STATUS_COMPLETED,TRANSFERS__POST_TRANSFERS_RESPONSE_IS_200,TRANSFERS__PUT_TRANSFERS_ACCEPT_QUOTE_RESPONSE_IS_200,Pod Termination
1760364380000,10,8.886952972720016,1.8935409215232486,undefined,undefined,undefined,
1760364385000,10,8.879388094909999,1.5388793337557707,undefined,undefined,undefined,
1760364390000,10,8.87182321709998,1.410721483272874,undefined,undefined,undefined,
1760364395000,10,8.863177642459988,1.478123768230193,undefined,undefined,undefined,
1760364400000,10,8.854532067819997,1.802004730262417,undefined,undefined,undefined,
1760364405000,10,8.843725099520007,1.9430051813471505,undefined,undefined,undefined,
1760364410000,10,8.836160221709989,1.4507595152756443,undefined,undefined,undefined,
1760364415000,10,8.829676040729993,1.2422360248447206,undefined,undefined,undefined,
1760364420000,10,8.821030466090003,1.4385532264693794,undefined,undefined,undefined,
1760364425000,10,8.811304194619986,1.7486113968319277,undefined,undefined,undefined,
1760364430000,10,8.804820013639992,1.4863258026159334,undefined,undefined,undefined,
1760364435000,10,8.79833583266,1.391465677179963,undefined,undefined,undefined,
1760364440000,10,8.793385957600004,1.4138363192867356,undefined,undefined,undefined,
1760364445000,10,8.788738488600007,1.6187050359712232,undefined,undefined,undefined,
1760364450000,10,8.7845557665,1.5737596289240454,undefined,undefined,undefined,
1760364455000,10,8.778978803700005,1.574094895435125,undefined,undefined,undefined,
1760364460000,10,8.778978803700005,1.2180306573135877,undefined,undefined,undefined,
1760364465000,10,8.77433133470001,1.6586984096009367,undefined,undefined,undefined,
1760364470000,10,8.770148612600002,1.2171195652173914,undefined,undefined,undefined,
1760364475000,10,8.767360131200004,1.4833860759493671,undefined,undefined,undefined,
1760364480000,10,8.763642156000008,1.4157144301749418,undefined,undefined,undefined,
1760364485000,10,8.76085367459999,1.636469900642899,undefined,undefined,undefined,
1760364490000,10,8.756206205599995,1.6176321908805986,undefined,undefined,undefined,
1760364495000,10,8.752952977300007,1.4777468706536858,undefined,undefined,undefined,
1760364500000,10,8.749473112959995,1.5433686593270914,undefined,undefined,undefined,
1760364505000,10,8.747886660680003,1.5220700152207,undefined,undefined,undefined,
1760364510000,10,8.746073572360002,1.5811109939917782,undefined,undefined,undefined,
1760364515000,10,8.744033847999999,1.6940707523667162,undefined,undefined,undefined,
1760364520000,10,8.742447395719996,1.4525646845211075,undefined,undefined,undefined,
1760364525000,10,8.740634307399997,1.4857369255150554,undefined,undefined,undefined,
1760364530000,10,8.739047855120004,1.6202203499675958,undefined,undefined,undefined,
1760364535000,10,8.737008130760001,1.7646410058453732,undefined,undefined,undefined,
1760364540000,10,8.734968406399998,1.6794178018286994,undefined,undefined,undefined,
1760364545000,10,8.733835226200004,1.4025245441795233,undefined,undefined,undefined,
1760364550000,10,8.732022137879996,1.494424646511093,undefined,undefined,undefined,
1760364555000,10,8.730209049559997,1.7312270071413112,undefined,undefined,undefined,
1760364560000,10,8.728169325200003,1.5000441189446747,undefined,undefined,undefined,
1760364565000,10,8.727262781039995,1.2882766821920524,undefined,undefined,undefined,
1760364570000,10,8.726437140459998,1.4285714285714284,undefined,undefined,undefined,
1760364575000,10,8.72597124804,1.5008387039816369,undefined,undefined,undefined,
1760364580000,10,8.72543879956,1.5683814303638646,undefined,undefined,undefined,
1760364585000,10,8.72490635108,1.636159116474077,undefined,undefined,undefined,
1760364590000,10,8.724440458660002,1.4228799089356858,undefined,undefined,undefined,
1760364595000,10,8.72397456624,1.6228121015416712,undefined,undefined,undefined,
1760364600000,10,8.72330900564,1.8508437670114315,undefined,undefined,undefined,
1760364605000,10,8.722776557160001,1.5992892047978673,undefined,undefined,undefined,
1760364610000,10,8.72244377686,1.242354740061162,undefined,undefined,undefined,
1760364615000,10,8.72191132838,1.381362235681649,undefined,undefined,undefined,
1760364620000,10,8.721245767780001,1.7236426314277509,undefined,undefined,undefined,
1760364625000,10,8.720713319300001,1.6696039328448198,undefined,undefined,undefined,
1760364630000,10,8.719978828679997,1.7282350399654354,undefined,undefined,undefined,
1760364635000,10,8.719041504600002,1.538619345573905,undefined,undefined,undefined,
1760364640000,10,8.717836373639999,1.4861601337544121,undefined,undefined,undefined,
1760364645000,10,8.716631242679998,1.7188693659281897,undefined,undefined,undefined,
1760364650000,10,8.715693918600001,1.677676418160847,undefined,undefined,undefined,
1760364655000,10,8.71462269108,1.5151515151515151,undefined,undefined,undefined,
