Time,VUs   - sdkFxSendE2E 2025-10-13 13:43,Latency(p99)  - sdkFxSendE2E 2025-10-13 13:43,Throughput - sdkFxSendE2E 2025-10-13 13:43,SDK_E2E_STATUS_COMPLETED,TRANSFERS__POST_TRANSFERS_RESPONSE_IS_200,TRANSFERS__PUT_TRANSFERS_ACCEPT_QUOTE_RESPONSE_IS_200,Pod Termination
1760364660000,10,8.71341756012,1.715438950554995,undefined,undefined,undefined,
1760364665000,10,8.712614139480001,1.574142092559555,undefined,undefined,undefined,
1760364670000,10,8.711409008519999,1.4232849416453175,undefined,undefined,undefined,
1760364675000,10,8.710471684439998,1.492258906920351,undefined,undefined,undefined,
1760364680000,10,8.709266553480001,1.6995963458678565,undefined,undefined,undefined,
1760364685000,10,8.708329229399999,1.6043316955780607,undefined,undefined,undefined,
1760364690000,10,8.707391905320003,1.5131863380890618,undefined,undefined,undefined,
1760364695000,10,8.706640452599999,1.7405549298658751,undefined,undefined,undefined,
1760364700000,10,8.706240746999999,1.774622892635315,undefined,undefined,undefined,
1760364705000,10,8.705841041400001,1.6040100250626568,undefined,undefined,undefined,
1760364710000,10,8.7054413358,1.4391077531930203,undefined,undefined,undefined,
1760364715000,10,8.704991667,1.6820025724745227,undefined,undefined,undefined,
1760364720000,10,8.704292182200001,1.8539416411413832,undefined,undefined,undefined,
1760364725000,10,8.704292182200001,1.4173101418720078,undefined,undefined,undefined,
1760364730000,10,8.703792550200001,1.8452187126885922,undefined,undefined,undefined,
1760364735000,10,8.703542734200001,0.8376612497905846,undefined,undefined,undefined,
1760364740000,10,8.7031430286,1.2100902913525085,undefined,undefined,undefined,
1760364745000,10,8.702743323,1.714530647235319,undefined,undefined,undefined,
1760364750000,10,8.702393580599999,1.4436958614051971,undefined,undefined,undefined,
1760364755000,10,8.7020438382,1.3240022697181768,undefined,undefined,undefined,
1760364760000,10,8.70123602716,1.851637541951163,undefined,undefined,undefined,
1760364765000,10,8.700383448339998,1.8945374171139882,undefined,undefined,undefined,
1760364770000,10,8.69981506246,1.3817243920412676,undefined,undefined,undefined,
1760364775000,10,8.699057214620002,1.319758672699849,undefined,undefined,undefined,
1760364780000,10,8.698299366780002,1.8001800180018002,undefined,undefined,undefined,
1760364785000,10,8.697352056979998,1.824817518248175,undefined,undefined,undefined,
1760364790000,10,8.696594209139997,1.5519917227108122,undefined,undefined,undefined,
1760364795000,10,8.696310016200002,1.141078838174274,undefined,undefined,undefined,
1760364800000,10,8.711141201639998,1.2547051442910917,undefined,undefined,undefined,
1760364805000,10,8.710069974120001,1.708371017988142,undefined,undefined,undefined,
1760364810000,10,8.708998746600003,1.5512895094046928,undefined,undefined,undefined,
1760364815000,10,8.708329229399999,1.2331625877442611,undefined,undefined,undefined,
1760364820000,10,8.727262781039995,1.5703869882220978,undefined,undefined,undefined,
1760364825000,10,8.726437140459998,2.0054887059320246,undefined,undefined,undefined,
1760364830000,1,8.72577157986,1.5033072760072161,undefined,undefined,undefined,
1760364835000,1,8.72577157986,0.969107158202286,undefined,undefined,undefined,
1760364840000,1,8.72577157986,0.7666666666666666,undefined,undefined,undefined,
