Time,VUs   - sdkFxSendE2E 2025-10-13 17:02,Failures  - sdkFxSendE2E 2025-10-13 17:02,Latency(p99)  - sdkFxSendE2E 2025-10-13 17:02,Throughput - sdkFxSendE2E 2025-10-13 17:02,SDK_E2E_STATUS_COMPLETED,TRANSFERS__POST_TRANSFERS_RESPONSE_IS_200,TRANSFERS__PUT_TRANSFERS_ACCEPT_CONVERSION_RESPONSE_IS_200,TRANSFERS__PUT_TRANSFERS_ACCEPT_PARTY_RESPONSE_IS_200,TRANSFERS__PUT_TRANSFERS_ACCEPT_QUOTE_RESPONSE_IS_200,Pod Termination
1760376130000,10,undefined,9.71449130424001,1.342762510070719,undefined,undefined,undefined,undefined,undefined,
1760376135000,10,undefined,9.695677532719973,1.5814443858724303,undefined,undefined,undefined,undefined,undefined,
1760376140000,10,undefined,9.674512039759993,1.7088862082830718,undefined,undefined,undefined,undefined,undefined,
1760376145000,10,undefined,9.655698268240009,1.6871774513695912,undefined,undefined,undefined,undefined,undefined,
1760376150000,10,undefined,9.634532775279975,1.687679936463814,undefined,undefined,undefined,undefined,undefined,
1760376155000,10,undefined,9.620422446639989,1.4031805425631432,undefined,undefined,undefined,undefined,undefined,
1760376160000,10,undefined,9.603960396560003,1.2786466017507623,undefined,undefined,undefined,undefined,undefined,
1760376165000,10,undefined,9.585146625040021,1.609096760351856,undefined,undefined,undefined,undefined,undefined,
1760376170000,10,undefined,9.566332853519983,1.8325506814797847,undefined,undefined,undefined,undefined,undefined,
1760376175000,10,undefined,9.546430563640003,1.6246177370030581,undefined,undefined,undefined,undefined,undefined,
1760376180000,10,undefined,9.539899453480007,1.3913366107040162,undefined,undefined,undefined,undefined,undefined,
1760376185000,10,undefined,9.53227982495999,1.3395157135497167,undefined,undefined,undefined,undefined,undefined,
1760376190000,10,undefined,9.522483159719998,1.5934667861766756,undefined,undefined,undefined,undefined,undefined,
1760376195000,10,undefined,9.512686494480008,1.7301038062283736,undefined,undefined,undefined,undefined,undefined,
1760376195093,,,,,,,,,,mojaloop-redis-leader-2 killed
1760376200000,10,undefined,9.507243902679987,1.4931740614334472,undefined,undefined,undefined,undefined,undefined,
1760376205000,10,undefined,9.496358719079996,1.5345268542199488,undefined,undefined,undefined,undefined,undefined,
1760376210000,10,undefined,9.486562053840007,1.7249205628688151,undefined,undefined,undefined,undefined,undefined,
1760376215000,10,undefined,9.47785390695999,1.6674840608141246,undefined,undefined,undefined,undefined,undefined,
1760376220000,10,undefined,9.470234278439998,1.5428924089693479,undefined,undefined,undefined,undefined,undefined,
1760376225000,10,undefined,9.461526131560005,1.5229972586049345,undefined,undefined,undefined,undefined,undefined,
1760376230000,10,undefined,9.452817984679989,1.6933008783998307,undefined,undefined,undefined,undefined,undefined,
1760376235000,10,undefined,9.443021319439996,1.8287435456110155,undefined,undefined,undefined,undefined,undefined,
1760376240000,10,undefined,9.436405126300004,1.6855510815619439,undefined,undefined,undefined,undefined,undefined,
1760376245000,10,undefined,9.433238158719996,1.5412773335902128,undefined,undefined,undefined,undefined,undefined,
1760376250000,10,undefined,9.430071191139998,1.4154281670205238,undefined,undefined,undefined,undefined,undefined,
1760376255000,10,undefined,9.425999375680002,1.5242450223873487,undefined,undefined,undefined,undefined,undefined,
1760376260000,10,undefined,9.422379984159996,1.672899035622909,undefined,undefined,undefined,undefined,undefined,
1760376265000,10,undefined,9.419665440519998,1.3960909453530115,undefined,undefined,undefined,undefined,undefined,
1760376270000,10,undefined,9.416046049,1.4440433212996389,undefined,undefined,undefined,undefined,undefined,
1760376275000,10,undefined,9.411974233540004,1.8450184501845017,undefined,undefined,undefined,undefined,undefined,
1760376280000,10,undefined,9.409712113839996,1.4419610670511898,undefined,undefined,undefined,undefined,undefined,
1760376285000,10,undefined,9.40609272232,1.2382131631583961,undefined,undefined,undefined,undefined,undefined,
1760376290000,10,undefined,9.402473330800003,1.6720660466088408,undefined,undefined,undefined,undefined,undefined,
1760376295000,10,undefined,9.398401515339996,1.6485647788983708,undefined,undefined,undefined,undefined,undefined,
1760376300000,10,undefined,9.394782123819999,1.5241169087322932,undefined,undefined,undefined,undefined,undefined,
1760376305000,10,undefined,9.387471039680005,1.503608660785886,undefined,undefined,undefined,undefined,undefined,
1760376310000,10,undefined,9.377051868119981,1.484151383441111,undefined,undefined,undefined,undefined,undefined,
1760376315000,10,undefined,9.363655790399992,1.7357344326318074,undefined,undefined,undefined,undefined,undefined,
1760376320000,10,undefined,9.350259712680005,1.748761294083358,undefined,undefined,undefined,undefined,undefined,
1760376325000,10,undefined,9.338352088039983,1.633045148895293,undefined,undefined,undefined,undefined,undefined,
1760376330000,10,undefined,9.33090982263999,1.3491075134910753,undefined,undefined,undefined,undefined,undefined,
1760376335000,10,undefined,9.317513744920001,1.5457657060836922,undefined,undefined,undefined,undefined,undefined,
1760376340000,10,undefined,9.304117667200012,1.768694114179031,undefined,undefined,undefined,undefined,undefined,
1760376345000,10,undefined,9.290721589479991,1.6025641025641029,undefined,undefined,undefined,undefined,undefined,
1760376350000,10,undefined,9.281790871000002,1.5114873035066507,undefined,undefined,undefined,undefined,undefined,
1760376355000,10,undefined,9.271371699439976,1.4276301339775972,undefined,undefined,undefined,undefined,undefined,
1760376360000,10,undefined,9.30041103459999,1.4354066985645932,undefined,undefined,undefined,undefined,undefined,
1760376365000,10,undefined,9.291109652859976,1.5916112723527758,undefined,undefined,undefined,undefined,undefined,
1760376370000,10,undefined,9.288256301120002,1.4137130162576996,undefined,undefined,undefined,undefined,undefined,
1760376375000,10,undefined,9.285071537579995,1.300954032957502,undefined,undefined,undefined,undefined,undefined,
1760376380000,10,undefined,9.280521875379998,1.6308518802762852,undefined,undefined,undefined,undefined,undefined,
1760376385000,10,undefined,9.277337111839993,1.557061732918117,undefined,undefined,undefined,undefined,undefined,
1760376390000,10,undefined,9.273697382079995,1.5595757953836555,undefined,undefined,undefined,undefined,undefined,
1760376395000,10,undefined,9.270512618540007,1.4707324247475242,undefined,undefined,undefined,undefined,undefined,
1760376400000,10,undefined,9.26687288877999,1.6997167138810199,undefined,undefined,undefined,undefined,undefined,
1760376405000,10,undefined,9.262778192800004,1.8054375531011044,undefined,undefined,undefined,undefined,undefined,
1760376410000,10,undefined,9.258683496819998,1.5759061460339696,undefined,undefined,undefined,undefined,undefined,
1760376415000,10,undefined,9.25640866571999,1.414284271138499,undefined,undefined,undefined,undefined,undefined,
1760376420000,10,undefined,9.252313969740003,1.4124293785310735,undefined,undefined,undefined,undefined,undefined,
1760376425000,10,undefined,9.248219273759997,1.6827147798448163,undefined,undefined,undefined,undefined,undefined,
1760376430000,10,undefined,9.243012100680001,1.5784726398075766,undefined,undefined,undefined,undefined,undefined,
1760376435000,10,undefined,9.243012100680001,1.1680009853430227,undefined,undefined,undefined,undefined,undefined,
1760376440000,10,undefined,9.239093492380006,1.8075491759702285,undefined,undefined,undefined,undefined,undefined,
1760376445000,10,undefined,9.23556674491,1.4761358044940134,undefined,undefined,undefined,undefined,undefined,
1760376450000,10,undefined,9.232823719099994,1.4428713139146903,undefined,undefined,undefined,undefined,undefined,
1760376455000,10,undefined,9.230080693290004,1.5810276679841897,undefined,undefined,undefined,undefined,undefined,
1760376460000,10,undefined,9.226162084990008,1.7189079878665319,undefined,undefined,undefined,undefined,undefined,
1760376465000,10,undefined,9.223027198349993,1.6203078584931139,undefined,undefined,undefined,undefined,undefined,
1760376470000,10,undefined,9.220284172540005,1.6554464187175808,undefined,undefined,undefined,undefined,undefined,
1760376475000,10,undefined,9.216757425069998,1.5934667861766756,undefined,undefined,undefined,undefined,undefined,
1760376480000,10,undefined,9.21440626009,1.4825064241945047,undefined,undefined,undefined,undefined,undefined,
1760376485000,10,undefined,9.210879512619995,1.4971554047310112,undefined,undefined,undefined,undefined,undefined,
1760376490000,10,undefined,9.208136486810007,1.5937842414583125,undefined,undefined,undefined,undefined,undefined,
1760376495000,10,undefined,9.20482885004,1.6051364365971108,undefined,undefined,undefined,undefined,undefined,
1760376500000,10,undefined,9.202288100719995,1.647898928865696,undefined,undefined,undefined,undefined,undefined,
1760376505000,10,undefined,9.200594267839996,1.5133171912832928,undefined,undefined,undefined,undefined,undefined,
1760376510000,10,undefined,9.198053518519993,1.645458534444932,undefined,undefined,undefined,undefined,undefined,
1760376515000,10,undefined,9.195230463719996,1.9207440355843104,undefined,undefined,undefined,undefined,undefined,
1760376520000,10,undefined,9.193536630839997,1.5041835103882673,undefined,undefined,undefined,undefined,undefined,
1760376525000,10,undefined,9.191278187,1.4586372160866845,undefined,undefined,undefined,undefined,undefined,
1760376530000,10,undefined,9.189019743160003,1.5565716509388072,undefined,undefined,undefined,undefined,undefined,
1760376535000,10,undefined,9.186478993839998,1.7480719794344473,undefined,undefined,undefined,undefined,undefined,
1760376540000,10,undefined,9.183938244519993,1.8510900863842041,undefined,undefined,undefined,undefined,undefined,
1760376545000,10,undefined,9.181397495200002,1.6679021497405486,undefined,undefined,undefined,undefined,undefined,
1760376550000,10,undefined,9.179703662320003,1.535941019864837,undefined,undefined,undefined,undefined,undefined,
1760376555000,10,undefined,9.177162913,1.5166835187057632,undefined,undefined,undefined,undefined,undefined,
1760376560000,10,undefined,9.171259211489987,1.585571301159449,undefined,undefined,undefined,undefined,undefined,
1760376565000,10,undefined,9.163668738120013,1.5663240332843857,undefined,undefined,undefined,undefined,undefined,
1760376570000,10,undefined,9.15607826475,1.7937219730941703,undefined,undefined,undefined,undefined,undefined,
1760376575000,10,undefined,9.151861335099984,1.3981823629281933,undefined,undefined,undefined,undefined,undefined,
1760376580000,10,undefined,9.14427086173001,1.464894841477451,undefined,undefined,undefined,undefined,undefined,
1760376585000,10,undefined,9.137523774290017,1.6408118657298985,undefined,undefined,undefined,undefined,undefined,
1760376590000,10,undefined,9.131620072780002,1.406206056060748,undefined,undefined,undefined,undefined,undefined,
1760376595000,10,undefined,9.188172826719995,1.3593552772113797,undefined,undefined,undefined,undefined,undefined,
1760376600000,10,undefined,9.185632077400005,1.6250253910217347,undefined,undefined,undefined,undefined,undefined,
1760376605000,10,undefined,9.18365593904,1.4597208283915701,undefined,undefined,undefined,undefined,undefined,
1760376610000,10,undefined,9.181679800679996,1.5143320713899409,undefined,undefined,undefined,undefined,undefined,
1760376615000,10,undefined,9.208920208470005,1.3913734843967402,undefined,undefined,undefined,undefined,undefined,
1760376620000,10,undefined,9.203417322639995,1.6317843206810925,undefined,undefined,undefined,undefined,undefined,
1760376625000,10,undefined,9.203417322639995,1.5353357753357753,undefined,undefined,undefined,0.0006434939709607493,undefined,
1760376630000,10,undefined,9.200594267839996,1.8444179234024083,undefined,undefined,undefined,undefined,undefined,
1760376635000,10,undefined,9.199182740440005,0.6666666666666666,undefined,undefined,undefined,undefined,undefined,
1760376640000,10,undefined,9.196359685639994,1.588310038119441,undefined,undefined,undefined,undefined,undefined,
1760376645000,10,undefined,9.194383547280005,1.572763437875844,undefined,undefined,undefined,undefined,undefined,
1760376650000,10,undefined,9.191560492479994,1.4891380518570425,undefined,undefined,undefined,undefined,undefined,
1760376655000,10,undefined,9.18958435412,1.6903649199562494,undefined,undefined,undefined,undefined,undefined,
1760376660000,10,undefined,9.187043604799998,1.7032148179689164,undefined,undefined,undefined,undefined,undefined,
1760376665000,10,undefined,9.18478516096,1.6673205178501374,undefined,undefined,undefined,undefined,undefined,
1760376670000,10,undefined,9.182809022599995,1.4228799089356858,undefined,undefined,undefined,undefined,undefined,
1760376675000,10,undefined,9.180832884240003,1.5401540154015403,undefined,undefined,undefined,undefined,undefined,
1760376680000,10,undefined,9.17829213492,1.7200602021070739,undefined,undefined,undefined,undefined,undefined,
1760376685000,10,undefined,9.174632755209982,1.4517738862172218,undefined,undefined,undefined,undefined,undefined,
1760376690000,10,undefined,9.168729053700009,1.3377926421404684,undefined,undefined,undefined,undefined,undefined,
1760376695000,10,undefined,9.161138580329997,1.53315446531238,undefined,undefined,undefined,undefined,undefined,
1760376700000,10,undefined,9.15607826475,1.4551804423748544,undefined,undefined,undefined,undefined,undefined,
1760376705000,10,undefined,9.149331177310007,1.591089896579157,undefined,undefined,undefined,undefined,undefined,
1760376710000,10,undefined,9.142584089870011,1.6789087093389299,undefined,undefined,undefined,undefined,undefined,
1760376715000,10,undefined,9.136680388359999,1.424772036474164,undefined,undefined,undefined,undefined,undefined,
1760376720000,10,undefined,9.129089914989986,1.563721657544957,undefined,undefined,undefined,undefined,undefined,
1760376725000,10,undefined,9.124872985340009,1.5344147303814115,undefined,undefined,undefined,undefined,undefined,
1760376730000,10,undefined,9.118969283829996,1.216298398540442,undefined,undefined,undefined,undefined,undefined,
1760376735000,10,undefined,9.115595740109999,0.990455609580407,undefined,undefined,undefined,undefined,undefined,
1760376740000,10,undefined,9.110535424530003,0.9929500546122532,undefined,undefined,undefined,undefined,undefined,
1760376745000,10,undefined,9.105475108950008,1.2277470841006752,undefined,undefined,undefined,undefined,undefined,
1760376750000,10,undefined,9.099571407439994,1.3261246557176376,undefined,undefined,undefined,undefined,undefined,
1760376755000,10,undefined,9.243795822340001,1.6187392877547135,0.0015970723891345928,undefined,undefined,undefined,0.0015970723891345928,
1760376760000,10,undefined,9.241836518189993,1.5713387806411063,0.0017543544615926095,undefined,undefined,undefined,0.0017543544615926095,
1760376765000,10,undefined,9.239485353209995,1.1172049563274427,undefined,undefined,undefined,undefined,undefined,
1760376770000,10,undefined,9.23556674491,1.5142911224682944,undefined,undefined,undefined,undefined,undefined,
1760376775000,10,undefined,9.232039997439994,1.8455560951918408,undefined,undefined,undefined,undefined,undefined,
1760376780000,10,undefined,9.228513249970005,1.8090452261306533,undefined,undefined,undefined,undefined,undefined,
1760376785000,10,undefined,9.227337667479999,1.1497245986171336,undefined,undefined,undefined,undefined,undefined,
1760376790000,10,undefined,9.224594641669992,1.0170870626525628,undefined,undefined,undefined,undefined,undefined,
1760376795000,10,undefined,9.221851615860004,1.4162873039959536,undefined,undefined,undefined,undefined,undefined,
1760376800000,10,undefined,9.216757425069998,1.5161852778409521,undefined,undefined,undefined,undefined,undefined,
1760376805000,10,undefined,9.216757425069998,1.0847310325054653,undefined,undefined,undefined,undefined,undefined,
1760376810000,3,undefined,9.252313969740003,1.536754033979339,0.0004521308243147068,undefined,undefined,undefined,0.0004521308243147068,
1760376815000,3,undefined,9.252313969740003,0.4,0.000722004556288347,undefined,undefined,undefined,0.000722004556288347,
1760376820000,3,undefined,9.252313969740003,0.4365191146881287,0.0007879219742794611,undefined,undefined,undefined,0.00078774038359629,
